Student Name,Entity,% Enr,Student Type,Race,Days Absent,Days Present,Days Possible,Percent Atnd,Ave Dly Attend,Days Excused,Days Unexc,Ave Dly Mbr,Calendar,Hisp/Lat,Current Date,Student Number,Current Grade,Guardian Name,Guardian Phone,Counselor,Counselor Email,Dean Name,Dean Email
Katerina Moore,Penn High School,Full Time,High School,Hispanic,9,164,180,99%,82%,5,2,10,Gold/Black,No,09/25/2025,468237,Junior,Elijah Davis,219-555-3113,Ms. Johnson,jones@example.com,Mr. White,blue@example.com
Noah Smith,Penn High School,Full Time,High School,Black,17,167,180,86%,80%,8,0,10,Gold/Black,No,09/25/2025,965070,Senior,Lisa Jones,219-555-3716,Mr. Brown,johson@example.com,Ms. Red,white@example.com
Noah Wilson,Penn High School,Full Time,High School,White,6,170,180,91%,82%,1,3,10,Gold/Black,Yes,09/25/2025,345549,Freshman,Noah Jones,219-555-6312,Mr. Smith,jones@example.com,Mr. Blue,red@example.com
Keaton Smith,Penn High School,Full Time,High School,Black,0,154,180,88%,97%,7,0,10,Gold/Black,Yes,09/25/2025,494024,Senior,Roman Manukyan,219-555-4390,Mrs. Williams,jones@example.com,Ms. Red,green@example.com
Keaton Fogarty,Penn High School,Full Time,High School,Other,16,163,180,89%,82%,2,9,10,Gold/Black,No,09/25/2025,812848,Freshman,Katerina Jones,219-555-3303,Mr. Brown,brown@example.com,Mrs. Black,black@example.com
Alexis Wilson,Penn High School,Full Time,High School,Other,2,162,180,98%,86%,7,3,10,Gold/Black,No,09/25/2025,868724,Freshman,Danielle Foster,219-555-6680,Mr. Brown,jones@example.com,Mr. White,red@example.com
Roman Foster,Penn High School,Full Time,High School,Hispanic,8,160,180,96%,87%,0,4,10,Gold/Black,No,09/25/2025,483566,Junior,Ben Wilson,219-555-2535,Ms. Johnson,brown@example.com,Mrs. Black,red@example.com
Kaden Fogarty,Penn High School,Full Time,High School,Other,5,162,180,92%,87%,8,5,10,Gold/Black,No,09/25/2025,439334,Senior,Noah Anderson,219-555-7039,Mrs. Williams,jones@example.com,Mr. Blue,blue@example.com
Joe Brown,Penn High School,Full Time,High School,Hispanic,10,167,180,89%,81%,7,0,10,Gold/Black,No,09/25/2025,358757,Senior,Kyan Brown,219-555-8371,Mrs. Williams,johson@example.com,Mr. White,green@example.com
Andrew Miller,Penn High School,Full Time,High School,White,0,150,180,87%,87%,9,8,10,Gold/Black,No,09/25/2025,395946,Freshman,Emmy DeFreitas,219-555-1013,Ms. Jones,jones@example.com,Mr. Blue,white@example.com
Rachel Willaims,Penn High School,Full Time,High School,Other,13,162,180,99%,80%,3,0,10,Gold/Black,No,09/25/2025,113640,Victory Lap,Van Davis,219-555-7211,Ms. Johnson,smith@example.com,Mrs. Black,black@example.com
Aiden Miller,Penn High School,Full Time,High School,White,14,152,180,97%,88%,3,2,10,Gold/Black,Yes,09/25/2025,612761,Senior,Emmy Jones,219-555-8808,Mr. Smith,brown@example.com,Mrs. Black,red@example.com
Kaden Manukyan,Penn High School,Full Time,High School,White,18,159,180,91%,92%,2,5,10,Gold/Black,No,09/25/2025,228909,Victory Lap,Roman Davis,219-555-4311,Mr. Smith,williams@example.com,Mr. Blue,red@example.com
Aiden Foster,Penn High School,Full Time,High School,Hispanic,2,165,180,99%,86%,9,5,10,Gold/Black,Yes,09/25/2025,394843,Victory Lap,Kaden Manukyan,219-555-5422,Mr. Smith,smith@example.com,Mrs. Black,red@example.com
Kaden Smith,Penn High School,Full Time,High School,Hispanic,14,159,180,83%,92%,6,9,10,Gold/Black,No,09/25/2025,194952,Victory Lap,Noah Smith,219-555-8927,Mr. Brown,smith@example.com,Mr. Blue,red@example.com
Lucian Garcia,Penn High School,Full Time,High School,Hispanic,8,162,180,89%,84%,8,4,10,Gold/Black,No,09/25/2025,204165,Sophomore,Roman Wilson,219-555-8534,Mrs. Williams,williams@example.com,Ms. Red,green@example.com
Andrew Brown,Penn High School,Full Time,High School,Hispanic,7,163,180,88%,88%,6,0,10,Gold/Black,Yes,09/25/2025,973905,Junior,Kaden Davis,219-555-5034,Mr. Brown,johson@example.com,Mrs. Black,blue@example.com
Roman Foster,Penn High School,Full Time,High School,Hispanic,2,157,180,99%,82%,4,0,10,Gold/Black,No,09/25/2025,293834,Freshman,Andrew Smith,219-555-3401,Mrs. Williams,johson@example.com,Mr. White,blue@example.com
Keaton DeFreitas,Penn High School,Full Time,High School,Hispanic,12,155,180,98%,97%,6,6,10,Gold/Black,Yes,09/25/2025,160992,Sophomore,Roman Manukyan,219-555-4424,Ms. Johnson,smith@example.com,Ms. Green,white@example.com
Kyan Johnson,Penn High School,Full Time,High School,Asian,13,157,180,88%,85%,6,2,10,Gold/Black,No,09/25/2025,915108,Junior,Elijah Miller,219-555-6750,Mrs. Williams,johson@example.com,Mr. White,blue@example.com
Van Smith,Penn High School,Full Time,High School,White,3,152,180,84%,98%,5,1,10,Gold/Black,Yes,09/25/2025,715867,Junior,Jill DeFreitas,219-555-6379,Mrs. Williams,brown@example.com,Ms. Green,green@example.com
Kyan Brown,Penn High School,Full Time,High School,Hispanic,18,156,180,97%,92%,2,3,10,Gold/Black,Yes,09/25/2025,938357,Freshman,Lucian Foster,219-555-6016,Mr. Smith,jones@example.com,Ms. Red,red@example.com
Lisa DeFreitas,Penn High School,Full Time,High School,Other,15,179,180,95%,93%,6,5,10,Gold/Black,Yes,09/25/2025,861872,Sophomore,Elijah Willaims,219-555-4842,Mr. Brown,johson@example.com,Mrs. Black,red@example.com
Van Foster,Penn High School,Full Time,High School,White,6,151,180,84%,87%,8,7,10,Gold/Black,Yes,09/25/2025,174743,Sophomore,Katerina Garcia,219-555-6240,Ms. Johnson,brown@example.com,Ms. Red,blue@example.com
Marge Brown,Penn High School,Full Time,High School,Black,1,172,180,82%,84%,8,7,10,Gold/Black,No,09/25/2025,235301,Junior,Rachel Garcia,219-555-9872,Mr. Brown,jones@example.com,Mrs. Black,green@example.com
Ben Manukyan,Penn High School,Full Time,High School,White,13,168,180,88%,97%,7,6,10,Gold/Black,Yes,09/25/2025,727044,Junior,Aiden Fogarty,219-555-8763,Mrs. Williams,jones@example.com,Mr. White,red@example.com
Eliana Smith,Penn High School,Full Time,High School,Black,16,173,180,86%,88%,5,8,10,Gold/Black,Yes,09/25/2025,169726,Junior,Alexis Moore,219-555-5118,Ms. Johnson,brown@example.com,Mrs. Black,green@example.com
Van Garcia,Penn High School,Full Time,High School,Asian,13,166,180,96%,80%,8,0,10,Gold/Black,No,09/25/2025,428874,Junior,Jill Miller,219-555-3147,Mr. Smith,williams@example.com,Ms. Green,green@example.com
Benedict Foster,Penn High School,Full Time,High School,Other,17,159,180,87%,94%,4,3,10,Gold/Black,No,09/25/2025,902940,Sophomore,Lucian Fogarty,219-555-8808,Mrs. Williams,johson@example.com,Ms. Red,black@example.com
Jill Anderson,Penn High School,Full Time,High School,Black,2,168,180,95%,94%,9,7,10,Gold/Black,Yes,09/25/2025,107195,Freshman,Mac Willaims,219-555-5667,Mr. Brown,jones@example.com,Ms. Red,blue@example.com
Lisa Smith,Penn High School,Full Time,High School,Asian,1,156,180,91%,85%,0,7,10,Gold/Black,Yes,09/25/2025,111386,Sophomore,Kaden Garcia,219-555-8340,Mrs. Williams,smith@example.com,Ms. Green,red@example.com
Lucian Willaims,Penn High School,Full Time,High School,White,13,172,180,90%,92%,3,6,10,Gold/Black,Yes,09/25/2025,613196,Senior,Aiden Brown,219-555-3533,Mr. Brown,williams@example.com,Mr. White,blue@example.com
Eliana Anderson,Penn High School,Full Time,High School,Other,4,165,180,97%,85%,2,6,10,Gold/Black,No,09/25/2025,921565,Junior,Marge Garcia,219-555-9633,Mrs. Williams,williams@example.com,Ms. Red,blue@example.com
Lisa Jones,Penn High School,Full Time,High School,Other,13,177,180,92%,93%,2,0,10,Gold/Black,No,09/25/2025,364095,Senior,Kaden Garcia,219-555-4550,Mr. Smith,williams@example.com,Mr. White,red@example.com
Aiden Willaims,Penn High School,Full Time,High School,Black,15,162,180,96%,83%,8,7,10,Gold/Black,Yes,09/25/2025,152219,Junior,Emmy Wilson,219-555-6049,Ms. Johnson,johson@example.com,Mr. Blue,black@example.com
Marge Smith,Penn High School,Full Time,High School,Black,11,170,180,90%,87%,5,9,10,Gold/Black,Yes,09/25/2025,192634,Junior,Emmy Moore,219-555-6859,Mr. Smith,williams@example.com,Mrs. Black,green@example.com
Elijah Foster,Penn High School,Full Time,High School,Other,16,162,180,91%,95%,2,1,10,Gold/Black,No,09/25/2025,469233,Sophomore,Rachel Fogarty,219-555-1315,Mrs. Williams,brown@example.com,Ms. Red,blue@example.com
Noah Moore,Penn High School,Full Time,High School,White,13,162,180,92%,91%,7,1,10,Gold/Black,Yes,09/25/2025,340608,Junior,Elijah Moore,219-555-5157,Mrs. Williams,williams@example.com,Mrs. Black,blue@example.com
Lisa Foster,Penn High School,Full Time,High School,White,13,178,180,99%,87%,4,1,10,Gold/Black,Yes,09/25/2025,292851,Sophomore,Kaden Jones,219-555-7989,Ms. Jones,smith@example.com,Mrs. Black,blue@example.com
Benedict Wilson,Penn High School,Full Time,High School,Hispanic,19,152,180,93%,87%,8,3,10,Gold/Black,No,09/25/2025,438254,Senior,Elijah Davis,219-555-4056,Ms. Johnson,smith@example.com,Mr. Blue,black@example.com
Emma Johnson,Penn High School,Full Time,High School,Asian,19,157,180,98%,84%,2,6,10,Gold/Black,No,09/25/2025,366143,Victory Lap,Rachel Willaims,219-555-2921,Mr. Smith,smith@example.com,Mrs. Black,red@example.com
Alexis Johnson,Penn High School,Full Time,High School,Hispanic,15,159,180,90%,81%,6,2,10,Gold/Black,Yes,09/25/2025,642568,Freshman,Marge Miller,219-555-1086,Ms. Johnson,williams@example.com,Ms. Red,black@example.com
Mac Garcia,Penn High School,Full Time,High School,Black,16,150,180,80%,92%,9,2,10,Gold/Black,No,09/25/2025,776586,Victory Lap,Jill Foster,219-555-5772,Mrs. Williams,smith@example.com,Ms. Green,red@example.com
Van Miller,Penn High School,Full Time,High School,White,17,162,180,81%,83%,9,6,10,Gold/Black,No,09/25/2025,464459,Junior,Keaton Willaims,219-555-6978,Mrs. Williams,brown@example.com,Ms. Red,blue@example.com
Van Johnson,Penn High School,Full Time,High School,Black,17,154,180,82%,90%,9,1,10,Gold/Black,Yes,09/25/2025,734580,Senior,Lisa Brown,219-555-7406,Mr. Smith,smith@example.com,Mr. Blue,white@example.com
Joe Smith,Penn High School,Full Time,High School,Hispanic,5,163,180,96%,92%,9,6,10,Gold/Black,Yes,09/25/2025,975537,Sophomore,Aiden Davis,219-555-7775,Mrs. Williams,brown@example.com,Mr. Blue,green@example.com
Elijah Davis,Penn High School,Full Time,High School,Asian,6,176,180,92%,99%,6,9,10,Gold/Black,Yes,09/25/2025,431719,Sophomore,Benedict Miller,219-555-1632,Ms. Jones,smith@example.com,Mr. Blue,white@example.com
Jill Fogarty,Penn High School,Full Time,High School,Hispanic,19,152,180,85%,83%,3,0,10,Gold/Black,No,09/25/2025,483941,Sophomore,Noah Miller,219-555-4999,Mrs. Williams,brown@example.com,Mrs. Black,blue@example.com
Kyan Anderson,Penn High School,Full Time,High School,Hispanic,17,170,180,97%,82%,6,8,10,Gold/Black,Yes,09/25/2025,464173,Freshman,Lucian Davis,219-555-8126,Ms. Johnson,johson@example.com,Mrs. Black,white@example.com
Jane Miller,Penn High School,Full Time,High School,Black,19,171,180,83%,91%,4,7,10,Gold/Black,No,09/25/2025,736482,Sophomore,Emma Smith,219-555-7760,Ms. Jones,williams@example.com,Ms. Red,white@example.com
Lucian Jones,Penn High School,Full Time,High School,Black,10,173,180,99%,89%,9,8,10,Gold/Black,Yes,09/25/2025,579251,Senior,Lucian Anderson,219-555-1978,Mr. Smith,johson@example.com,Mrs. Black,green@example.com
Noah Foster,Penn High School,Full Time,High School,Asian,7,169,180,90%,88%,6,4,10,Gold/Black,No,09/25/2025,275671,Sophomore,Jill Fogarty,219-555-9698,Ms. Jones,jones@example.com,Mr. White,green@example.com
Joe Manukyan,Penn High School,Full Time,High School,Hispanic,17,164,180,93%,91%,5,0,10,Gold/Black,No,09/25/2025,106914,Senior,Danielle Foster,219-555-9318,Ms. Johnson,johson@example.com,Mr. Blue,red@example.com
Danielle Brown,Penn High School,Full Time,High School,Other,17,152,180,93%,90%,5,3,10,Gold/Black,Yes,09/25/2025,301892,Junior,Katerina Manukyan,219-555-4083,Ms. Johnson,johson@example.com,Mrs. Black,blue@example.com
Noah Willaims,Penn High School,Full Time,High School,Black,18,163,180,86%,87%,1,5,10,Gold/Black,Yes,09/25/2025,711800,Freshman,Rachel Foster,219-555-7525,Ms. Johnson,williams@example.com,Ms. Green,red@example.com
Kyan Manukyan,Penn High School,Full Time,High School,Other,13,173,180,89%,97%,7,1,10,Gold/Black,Yes,09/25/2025,849303,Senior,Rachel Willaims,219-555-8167,Mr. Smith,brown@example.com,Ms. Green,blue@example.com
Elijah Wilson,Penn High School,Full Time,High School,Asian,3,157,180,81%,92%,1,2,10,Gold/Black,No,09/25/2025,500807,Junior,Joe Wilson,219-555-5434,Ms. Jones,jones@example.com,Mrs. Black,red@example.com
Jane Johnson,Penn High School,Full Time,High School,Black,10,161,180,91%,88%,7,8,10,Gold/Black,No,09/25/2025,830226,Victory Lap,Keaton Garcia,219-555-3165,Mr. Smith,brown@example.com,Ms. Red,green@example.com
Emmy Foster,Penn High School,Full Time,High School,Other,6,174,180,99%,91%,7,1,10,Gold/Black,No,09/25/2025,954089,Victory Lap,Aiden Foster,219-555-5303,Mr. Brown,williams@example.com,Ms. Green,white@example.com
Joe Anderson,Penn High School,Full Time,High School,Asian,13,177,180,90%,91%,3,3,10,Gold/Black,Yes,09/25/2025,725101,Sophomore,Van Fogarty,219-555-1967,Mr. Brown,brown@example.com,Mr. Blue,blue@example.com
Noah Moore,Penn High School,Full Time,High School,Asian,13,173,180,85%,96%,1,3,10,Gold/Black,No,09/25/2025,502154,Junior,Lucian Foster,219-555-7192,Ms. Johnson,jones@example.com,Mr. White,green@example.com
Van Willaims,Penn High School,Full Time,High School,Hispanic,4,167,180,91%,97%,8,0,10,Gold/Black,No,09/25/2025,254877,Senior,Emmy Brown,219-555-8185,Ms. Jones,williams@example.com,Mrs. Black,black@example.com
Ben Fogarty,Penn High School,Full Time,High School,Hispanic,18,164,180,87%,91%,7,4,10,Gold/Black,No,09/25/2025,332776,Sophomore,Emmy Garcia,219-555-8189,Mrs. Williams,jones@example.com,Ms. Red,white@example.com
Emma Garcia,Penn High School,Full Time,High School,Hispanic,19,165,180,94%,85%,9,6,10,Gold/Black,No,09/25/2025,166075,Victory Lap,Van DeFreitas,219-555-9714,Ms. Johnson,johson@example.com,Mr. White,blue@example.com
Alexis Davis,Penn High School,Full Time,High School,Asian,18,167,180,91%,95%,8,9,10,Gold/Black,No,09/25/2025,816551,Junior,Joe Johnson,219-555-6405,Ms. Johnson,johson@example.com,Ms. Green,white@example.com
Rachel Brown,Penn High School,Full Time,High School,Asian,11,173,180,96%,83%,4,2,10,Gold/Black,No,09/25/2025,316328,Victory Lap,Alexis Fogarty,219-555-9390,Mrs. Williams,brown@example.com,Ms. Green,white@example.com
Danielle Foster,Penn High School,Full Time,High School,Asian,4,155,180,91%,82%,4,3,10,Gold/Black,Yes,09/25/2025,366333,Senior,Kaden Manukyan,219-555-5882,Mr. Brown,smith@example.com,Ms. Red,green@example.com
Benedict Manukyan,Penn High School,Full Time,High School,Asian,9,158,180,93%,99%,5,8,10,Gold/Black,No,09/25/2025,462794,Victory Lap,Keaton Moore,219-555-7833,Ms. Jones,jones@example.com,Mrs. Black,blue@example.com
Aiden Johnson,Penn High School,Full Time,High School,Asian,6,158,180,99%,93%,5,8,10,Gold/Black,Yes,09/25/2025,770816,Freshman,Jill Brown,219-555-9833,Mr. Brown,brown@example.com,Mrs. Black,green@example.com
Lucian Jones,Penn High School,Full Time,High School,Black,16,160,180,81%,90%,3,9,10,Gold/Black,Yes,09/25/2025,139964,Sophomore,Lisa Smith,219-555-7447,Mrs. Williams,smith@example.com,Mrs. Black,blue@example.com
Lisa Brown,Penn High School,Full Time,High School,Asian,2,170,180,80%,82%,3,6,10,Gold/Black,No,09/25/2025,919970,Senior,Ben DeFreitas,219-555-9380,Mr. Brown,jones@example.com,Mr. Blue,black@example.com
Katerina Anderson,Penn High School,Full Time,High School,Asian,12,171,180,92%,93%,0,9,10,Gold/Black,No,09/25/2025,606555,Victory Lap,Emma Manukyan,219-555-9923,Mr. Brown,brown@example.com,Mrs. Black,blue@example.com
Lisa Miller,Penn High School,Full Time,High School,Black,16,168,180,98%,91%,7,9,10,Gold/Black,Yes,09/25/2025,941898,Victory Lap,Marge Manukyan,219-555-3198,Mr. Brown,brown@example.com,Ms. Red,red@example.com
Van Foster,Penn High School,Full Time,High School,White,7,175,180,90%,94%,4,2,10,Gold/Black,Yes,09/25/2025,637122,Junior,Alexis Foster,219-555-1262,Mr. Brown,johson@example.com,Ms. Red,green@example.com
Alexis Moore,Penn High School,Full Time,High School,White,11,176,180,80%,95%,1,8,10,Gold/Black,Yes,09/25/2025,997027,Freshman,Keaton Brown,219-555-5086,Mrs. Williams,williams@example.com,Ms. Red,white@example.com
Alexis Manukyan,Penn High School,Full Time,High School,Black,17,151,180,91%,91%,6,1,10,Gold/Black,No,09/25/2025,515676,Freshman,Ben DeFreitas,219-555-5594,Mr. Brown,brown@example.com,Mr. White,red@example.com
Jane Wilson,Penn High School,Full Time,High School,Hispanic,19,157,180,94%,98%,8,8,10,Gold/Black,No,09/25/2025,649434,Sophomore,Noah Brown,219-555-4116,Mrs. Williams,brown@example.com,Mrs. Black,red@example.com
Andrew Johnson,Penn High School,Full Time,High School,White,3,167,180,81%,96%,9,3,10,Gold/Black,No,09/25/2025,681603,Senior,Keaton Johnson,219-555-4422,Mr. Brown,jones@example.com,Mr. Blue,black@example.com
Keaton Anderson,Penn High School,Full Time,High School,Black,7,162,180,88%,95%,1,2,10,Gold/Black,Yes,09/25/2025,841537,Freshman,Joe Manukyan,219-555-7073,Ms. Jones,johson@example.com,Mr. White,green@example.com
Lisa DeFreitas,Penn High School,Full Time,High School,White,8,177,180,81%,84%,0,6,10,Gold/Black,Yes,09/25/2025,281829,Junior,Lucian Brown,219-555-7195,Ms. Johnson,smith@example.com,Ms. Green,red@example.com
Lucian Davis,Penn High School,Full Time,High School,White,10,169,180,98%,85%,4,2,10,Gold/Black,Yes,09/25/2025,715447,Senior,Elijah Brown,219-555-6900,Ms. Jones,brown@example.com,Ms. Green,red@example.com
Emma Fogarty,Penn High School,Full Time,High School,Hispanic,16,165,180,93%,96%,3,5,10,Gold/Black,Yes,09/25/2025,741912,Freshman,Lisa Brown,219-555-3849,Ms. Johnson,williams@example.com,Mrs. Black,blue@example.com
Kyan Manukyan,Penn High School,Full Time,High School,Hispanic,14,157,180,81%,84%,8,2,10,Gold/Black,No,09/25/2025,523425,Victory Lap,Eliana Smith,219-555-4324,Mrs. Williams,smith@example.com,Ms. Red,red@example.com
Kyan Anderson,Penn High School,Full Time,High School,White,10,152,180,99%,83%,3,1,10,Gold/Black,Yes,09/25/2025,593617,Victory Lap,Danielle Garcia,219-555-5303,Mrs. Williams,jones@example.com,Ms. Green,black@example.com
Jane Anderson,Penn High School,Full Time,High School,Asian,11,151,180,97%,90%,1,9,10,Gold/Black,No,09/25/2025,859182,Sophomore,Aiden Anderson,219-555-6934,Mrs. Williams,johson@example.com,Mr. Blue,green@example.com
Van Davis,Penn High School,Full Time,High School,Asian,12,170,180,88%,86%,0,2,10,Gold/Black,No,09/25/2025,286743,Senior,Mac Brown,219-555-6477,Mr. Smith,brown@example.com,Mrs. Black,red@example.com
Benedict Garcia,Penn High School,Full Time,High School,Black,19,175,180,85%,95%,0,1,10,Gold/Black,Yes,09/25/2025,638360,Sophomore,Van Jones,219-555-9480,Ms. Johnson,smith@example.com,Ms. Green,green@example.com
Kyan Garcia,Penn High School,Full Time,High School,Hispanic,15,167,180,99%,82%,1,7,10,Gold/Black,No,09/25/2025,263082,Sophomore,Emmy Davis,219-555-4050,Mr. Smith,smith@example.com,Mrs. Black,black@example.com
Eliana Johnson,Penn High School,Full Time,High School,Hispanic,8,154,180,91%,84%,2,3,10,Gold/Black,No,09/25/2025,920505,Freshman,Lisa Fogarty,219-555-9784,Mr. Smith,jones@example.com,Ms. Green,black@example.com
Jill Jones,Penn High School,Full Time,High School,White,1,150,180,89%,95%,6,0,10,Gold/Black,Yes,09/25/2025,191283,Junior,Emmy Brown,219-555-8810,Mrs. Williams,johson@example.com,Mr. Blue,green@example.com
Kaden Jones,Penn High School,Full Time,High School,Other,19,158,180,93%,93%,6,7,10,Gold/Black,Yes,09/25/2025,424899,Victory Lap,Noah Brown,219-555-1038,Mr. Brown,williams@example.com,Mr. Blue,blue@example.com
Jill Johnson,Penn High School,Full Time,High School,Black,6,172,180,97%,87%,9,9,10,Gold/Black,Yes,09/25/2025,603884,Junior,Rachel Manukyan,219-555-8951,Mrs. Williams,brown@example.com,Ms. Red,green@example.com
Mac Smith,Penn High School,Full Time,High School,Other,9,162,180,87%,82%,2,3,10,Gold/Black,Yes,09/25/2025,498888,Freshman,Jane Smith,219-555-2173,Ms. Johnson,brown@example.com,Ms. Green,red@example.com
